"施設名称","所在地","施設名かな","カテゴリ","分類","TEL","FAX","URL","URL2","バリアフリー情報","詳細情報","備考","経度","緯度","分類"
"プロムナードカフェクリスタ長堀店","大阪市中央区南船場４丁目　クリスタ長堀０－１号","ぷろむなーどかふぇ　くりすたながほりてん","環境・リサイクル","情報提供登録喫煙所","","","https://www.promenade-cafe.com/shop/","","","面積等：3㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）8:00～22:00，喫煙所のみの利用：不可（店舗利用必要）","","135.498174331714","34.6751990110162","情報提供喫煙所"
"プロムナードカフェあべちか店","大阪市天王寺区堀越町アベノ地下街８号","ぷろむなーどかふぇ　あべちかてん","環境・リサイクル","情報提供登録喫煙所","","","https://www.promenade-cafe.com/shop/","","","面積等：4㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）8:00～22:00，喫煙所のみの利用：不可（店舗利用必要）","","135.512990996949","34.6479619866397","情報提供喫煙所"
"PURI・PURI 本店 ２階喫煙所","大阪市福島区海老江1丁目1番59号　２階","ぷりぷりほんてん２かいきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：２平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時45分まで，喫煙所形態：屋内喫煙所","","135.476769522691","34.6948931255934","大阪市指定喫煙所"
"PURI・PURI 600 喫煙所（北）","大阪市福島区吉野1丁目20番23号","ぷりぷり600きつえんじょ（きた）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：２平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時45分まで，喫煙所形態：屋内喫煙所","","135.477102076841","34.6938173744478","大阪市指定喫煙所"
"PURI・PURI 600 喫煙所（南）","大阪市福島区吉野1丁目20番23号","ぷりぷり601きつえんじょ（みなみ）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：２平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時45分まで，喫煙所形態：屋内喫煙所","","135.477106350335","34.6935717342639","大阪市指定喫煙所"
"上島珈琲店　新大阪店","大阪市淀川区宮原4丁目3番12号　新大阪明幸ビル1F","うえしまこーひーてん　しんおおさかてん","環境・リサイクル","情報提供登録喫煙所","","","https://shop.ufs.co.jp/ufs/spot/detail?code=4033","","","面積等：加熱式たばこ専用席8席、喫煙ブース併設，喫煙できるたばこ：紙巻き、加熱式，開業時間：平日7:00～19:00 / 土日祝 8:00～19:00，喫煙所のみの利用：不可（店舗利用必要）","","135.494469317002","34.735477616879","情報提供喫煙所"
"上島珈琲店　黒門市場前店","大阪市中央区日本橋1丁目18番3号　日本橋旭ビル別館1・2F","うえしまこーひーてん　くろもんいちばまえてん","環境・リサイクル","情報提供登録喫煙所","","","https://shop.ufs.co.jp/ufs/spot/detail?code=1101","","","面積等：加熱式たばこ専用席11席、喫煙ブース併設，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）9:00～20:00，喫煙所のみの利用：不可（店舗利用必要）","","135.505929313019","34.6663875277518","情報提供喫煙所"
"上島珈琲店　大阪証券取引所店","大阪市中央区北浜1丁目8番16号　大阪証券取引所ビル1F","うえしまこーひーてん　おおさかしょうけんとりひきじょてん","環境・リサイクル","情報提供登録喫煙所","","","https://shop.ufs.co.jp/ufs/spot/detail?code=3615","","","面積等：喫煙ブースのみ，喫煙できるたばこ：紙巻き、加熱式，開業時間：平日 7:00～20:00 / 土日祝 8:00～18:00，喫煙所のみの利用：不可（店舗利用必要）","","135.507224598895","34.6913521165632","情報提供喫煙所"
"上島珈琲店　心斎橋店","大阪市中央区南船場3丁目8番13号","うえしまこーひーてん　しんさいばしてん","環境・リサイクル","情報提供登録喫煙所","","","https://shop.ufs.co.jp/ufs/spot/detail?code=3621","","","面積等：加熱式たばこ専用席5席、喫煙ブース併設，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）7:00～19:00，喫煙所のみの利用：不可（店舗利用必要）","","135.50158728488","34.6777157678327","情報提供喫煙所"
"上島珈琲店　ＯＢＰ店","大阪市中央区城見2丁目1番61号　ツイン21 1F","うえしまこーひーてん　おーびーぴーてん","環境・リサイクル","情報提供登録喫煙所","","","https://shop.ufs.co.jp/ufs/spot/detail?code=3663","","","面積等：加熱式たばこ専用席31席，喫煙できるたばこ：加熱式専用，開業時間：平日 7:00～18:00 / 土 8:00～18:00 / 日祝 9:00～18:00，喫煙所のみの利用：不可（店舗利用必要）","","135.531527776037","34.6933930676691","情報提供喫煙所"
"ラーメン横綱　クリスタ長堀店","大阪市中央区南船場４丁目　長堀地下街７号クリスタ長堀　WEST TOWN","らーめんよこづな　くりすたながほりてん","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：1.5㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）11:00～22:00
（休業日）施設休業日に準ずる，喫煙所のみの利用：不可（店舗利用必要）","","135.498759619505","34.6751793320767","情報提供喫煙所"
"マジックバード東三国喫煙所（北）","大阪市淀川区東三国５丁目４番１号","まじっくばーどひがしみくにきつえんじょ（きた）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：1.32平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時45分まで，喫煙所形態：屋内喫煙所","","135.497880731764","34.7430671781514","大阪市指定喫煙所"
"マジックバード東三国喫煙所（南）","大阪市淀川区東三国５丁目４番１号","まじっくばーどひがしみくにきつえんじょ（みなみ）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：2.22平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時45分まで，喫煙所形態：屋内喫煙所","","135.497870833517","34.7428981079789","大阪市指定喫煙所"
"club Black Bird喫煙所","大阪市淀川区東三国１丁目32番９号","くらぶぶらっくばーどきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：1.68平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時45分まで，喫煙所形態：屋内喫煙所","","135.498931974483","34.7411185481559","大阪市指定喫煙所"
"マジックバード３喫煙所","大阪市淀川区三国本町１丁目４番１号","まじっくばーど３きつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：3.62平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時45分まで，喫煙所形態：屋内喫煙所","","135.487797207566","34.7303156158533","大阪市指定喫煙所"
"B'com喫煙所（１階）","大阪市淀川区東三国５丁目４番１号","びーこむきつえんじょ（１かい）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：9.45平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時45分まで，喫煙所形態：屋内喫煙所","","135.49773059682","34.7430620515943","大阪市指定喫煙所"
"B'com喫煙所（２階）","大阪市淀川区東三国５丁目４番１号","びーこむきつえんじょ（２かい）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：1.68平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時45分まで，喫煙所形態：屋内喫煙所","","135.497725886551","34.7429380768827","大阪市指定喫煙所"
"SMOKING　DOWN","大阪市北区曽根崎２丁目11番23号　２F","すもーきんぐ　だうん","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：17.7平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から25時まで，喫煙所形態：屋内喫煙所","","135.500386296391","34.7004647140338","大阪市指定喫煙所"
"JT大阪支社１F喫煙所","大阪市北区大淀南１丁目５番10号","じぇーてぃーおおさかししゃいっかいきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：11.4平方メートル，供用時間：月曜日から金曜日の9時から17時まで，喫煙所形態：屋内喫煙所","","135.489365709277","34.7032256966685","大阪市指定喫煙所"
"PloomShopなんば２F喫煙所","大阪市中央区難波３丁目７番19号　２F","ぷるーむしょっぷなんばにかいきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：27.72平方メートル，供用時間：月曜日から日曜日（祝日含む）の11時から21時まで，喫煙所形態：屋内喫煙所","","135.500642311974","34.6662050690704","大阪市指定喫煙所"
"PloomLOUNGE梅田店　喫煙所","大阪市北区茶屋町15番26号","ぷるーむらうんじうめだてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：95.8平方メートル，供用時間：月曜日から日曜日（祝日含む）の12時から20時まで，喫煙所形態：屋内喫煙所","","135.498774004666","34.7080043262909","大阪市指定喫煙所"
"飛田喫煙所","大阪市西成区山王３丁目３番11号","とびたきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：16.17平方メートル，供用時間：月曜日から日曜日（祝日含む）の９時から24時まで，喫煙所形態：屋外閉鎖型喫煙所","","135.506021710214","34.6435467647324","大阪市指定喫煙所"
"黒門クリスタルホテル喫煙所","大阪市中央区日本橋１丁目13番９号","くろもんくりすたるほてるきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：1.96平方メートル，供用時間：月曜日から金曜日の８時から18時まで，喫煙所形態：屋外開放型喫煙所","","135.50864600051","34.6662269612549","大阪市指定喫煙所"
