"施設名称","所在地","施設名かな","カテゴリ","分類","TEL","FAX","URL","URL2","バリアフリー情報","詳細情報","備考","経度","緯度","分類"
"ファミリーマート難波中一丁目店喫煙所","大阪市浪速区難波中１丁目15番21号","ふぁみりーまーとなんばなか１ちょうめてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：3.6平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋内喫煙所","","135.499650379517","34.6640651663658","大阪市指定喫煙所"
"ローソン南堀江一丁目店","大阪市西区南堀江１丁目８番９号","ろーそんみなみほりえ１ちょうめてん","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：3.87㎡，喫煙できるたばこ：加熱式専用，開業時間：月～日（祝日含む）終日，喫煙所のみの利用：可","","135.495674598694","34.6705716756113","情報提供喫煙所"
"ローソン天神橋七丁目店","大阪市北区天神橋７丁目６番11号","ろーそんてんじんばし７ちょうめてん","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：4.88㎡，喫煙できるたばこ：加熱式専用，開業時間：月～日（祝日含む）終日，喫煙所のみの利用：可","","135.510978814205","34.7125353409105","情報提供喫煙所"
"ファミリーマート日本橋一丁目北店","大阪市中央区日本橋１丁目１番25号","ふぁみりーまーとにっぽんばし１ちょうめきたてん","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：5.61㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）7:00～20:00，喫煙所のみの利用：不可（店舗利用必要）","","135.507063941453","34.6686340039021","情報提供喫煙所"
"ローソンあびこ駅前店喫煙所","大阪市住吉区我孫子東2丁目7番38号","ろーそんあびこえきまえてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：3.45平方メートル，供用時間：月曜日から日曜日（祝日含む）の6時から22時まで，喫煙所形態：屋内喫煙所","","135.512486894375","34.5995118070174","大阪市指定喫煙所"
"ローソン平野町二丁目店喫煙所","大阪市中央区平野町2丁目1番2号","ろーそんひらのまち２ちょうめてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：3.06平方メートル，供用時間：月曜日から日曜日（祝日含む）の７時から19時まで，喫煙所形態：屋内喫煙所","","135.506335929985","34.6880095939713","大阪市指定喫煙所"
"ローソン大阪南船場一丁目店喫煙所","大阪市中央区南船場1丁目13番24号","ろーそんおおさかみなみせんば１ちょうめてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：3.16平方メートル，供用時間：月曜日から土曜日（祝日除く）の６時から20時まで，喫煙所形態：屋内喫煙所","","135.507451537136","34.6774657251562","大阪市指定喫煙所"
"ローソン阪急淡路駅前通店喫煙所","大阪市東淀川区東淡路4丁目18番3号","ろーそんはんきゅうあわじえきまえどおりてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：8.83平方メートル，供用時間：月曜日から日曜日（祝日含む）の６時から20時まで，喫煙所形態：屋内喫煙所","","135.517208059525","34.7384765561871","大阪市指定喫煙所"
"ロックカフェUSAGI","大阪市中央区道頓堀１丁目１番９号増田屋ビル４階","ろっくかふぇうさぎ","環境・リサイクル","情報提供登録喫煙所","","","https://usagi.osaka.jp","","","面積等：28㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）17:00～24:00
（休業日）臨時休業あり，喫煙所のみの利用：不可（店舗利用必要）","","135.505212567591","34.6688755066681","情報提供喫煙所"
"焼肉牛魔　四ツ橋店","大阪市西区北堀江１丁目２番16号おおきにサイタ・サイタビルヂング２階","やきにくうまよつばしてん","環境・リサイクル","情報提供登録喫煙所","","","https://uma-horie.owst.jp/","","","面積等：5㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）
11:00～15:00、17:00～22:30，喫煙所のみの利用：不可（店舗利用必要）","","135.496890145116","34.6727639219347","情報提供喫煙所"
"焼肉牛魔　谷町四丁目店","大阪市中央区内本町１丁目１番６号201","やきにくうまたにまちよんちょうめてん","環境・リサイクル","情報提供登録喫煙所","","","https://tabelog.com/osaka/A2701/A270104/27110616/?msockid=077f1d4340e5679e21940c9641376645","","","面積等：5㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）
11:00～15:00、17:00～22:30，喫煙所のみの利用：不可（店舗利用必要）","","135.516403496359","34.6836380969317","情報提供喫煙所"
"ホリーズカフェ 中之島セントラルタワー店","大阪市北区中之島２丁目２番７号 中之島セントラルタワー １階","ほりーずかふぇなかのしませんとらるたわーてん","環境・リサイクル","情報提供登録喫煙所","","","https://hollys-corp.jp/shop/o_nakanoshima/","","","面積等：86㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～土（祝日除く）
平日 8:00～18:30／土 8:00～18:00，喫煙所のみの利用：不可（店舗利用必要）","","135.498073851806","34.6937871324036","情報提供喫煙所"
"ホリーズカフェ 大阪センタービル店","大阪市中央区久太郎町４丁目１番３号 大阪センタービル 地下１階","ほりーずかふぇおおさかせんたーびるてん","環境・リサイクル","情報提供登録喫煙所","","","https://hollys-corp.jp/shop/o_ocb/","","","面積等：58㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～金（祝日除く）
平日 8:00～18:00，喫煙所のみの利用：不可（店舗利用必要）","","135.49979238915","34.6814234899351","情報提供喫煙所"
"ホリーズカフェ クロスシティ弁天町店","大阪市港区弁天１丁目３番１号 クロスシティー弁天町 ３階","ほりーずかふぇくろすしてぃべんてんちょうてん","環境・リサイクル","情報提供登録喫煙所","","","https://hollys-corp.jp/shop/o_bentencho/","","","面積等：43㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）7:30～22:00
（休業日）不定休，喫煙所のみの利用：不可（店舗利用必要）","","135.460710686167","34.6684669332329","情報提供喫煙所"
"ホリーズカフェ 阿波座店","大阪市西区阿波座１丁目13番13号 西本町中央ビル １階","ほりーずかふぇあわざてん","環境・リサイクル","情報提供登録喫煙所","","","https://hollys-corp.jp/shop/h_awaza/","","","面積等：18㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）7:00～22:00，喫煙所のみの利用：不可（店舗利用必要）","","135.493533545467","34.6812448325134","情報提供喫煙所"
"ホリーズカフェ 十三東口店","大阪市淀川区十三東２丁目８番２号 URビル １階","ほりーずかふぇじゅうそうひがしぐちてん","環境・リサイクル","情報提供登録喫煙所","","","https://hollys-corp.jp/shop/h_jusou_higashi/","","","面積等：18㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）7:00～23:00，喫煙所のみの利用：不可（店舗利用必要）","","135.483427402898","34.7194029122428","情報提供喫煙所"
"ホリーズカフェ 北新地店","大阪市北区曽根崎新地１丁目１番49号 梅田滋賀ビル １階・地下１階","ほりーずかふぇきたしんちてん","環境・リサイクル","情報提供登録喫煙所","","","https://hollys-corp.jp/shop/h_kitashinchi/","","","面積等：9.6㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）
平日 6:30～23:00／土 7:00～23:00／日祝 7:00～21:00，喫煙所のみの利用：不可（店舗利用必要）","","135.500902864733","34.6964539082362","情報提供喫煙所"
"ホリーズカフェ 肥後橋駅前店","大阪市西区江戸堀１丁目９番６号 肥後橋ユニオンビル １階","ほりーずかふぇひごばしえきまえてん","環境・リサイクル","情報提供登録喫煙所","","","https://hollys-corp.jp/shop/o_higobashi_ekimae/","","","面積等：8.8㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）
平日 6:30～20:30／土日祝 7:00～18:30
（休業日）施設に準じる，喫煙所のみの利用：不可（店舗利用必要）","","135.496361118916","34.6887901724237","情報提供喫煙所"
"ホリーズカフェ ライフ巽店","大阪市生野区巽中１丁目22番２号 ライフ巽店 ４階","ほりーずかふぇらいふたつみてん","環境・リサイクル","情報提供登録喫煙所","","","https://hollys-corp.jp/shop/o_litatsumi/","","","面積等：15㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）9:00～20:00，喫煙所のみの利用：不可（店舗利用必要）","","135.554262995178","34.6510790235568","情報提供喫煙所"
"ホリーズカフェ ライフ今里店","大阪市東成区大今里西２丁目15番17号 ライフ今里店 ４階","ほりーずかふぇらいふいまざとてん","環境・リサイクル","情報提供登録喫煙所","","","https://hollys-corp.jp/shop/o_liimazato/","","","面積等：11㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）9:00～18:45
（休業日）不定休，喫煙所のみの利用：不可（店舗利用必要）","","135.539745281787","34.6683530254187","情報提供喫煙所"
"ホリーズカフェ ライフ喜連瓜破店","大阪市平野区喜連西６丁目２番34号 ライフ喜連瓜破店 ３階","ほりーずかふぇらいふきれうりわりてん","環境・リサイクル","情報提供登録喫煙所","","","https://hollys-corp.jp/shop/o_kireuri/","","","面積等：64㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）9:00～20:00
（休業日）不定休，喫煙所のみの利用：不可（店舗利用必要）","","135.548534370379","34.6097699013472","情報提供喫煙所"
"ホリーズカフェ イズミヤ天六樋之口店","大阪市北区樋之口町３丁目20番 イズミヤ天六樋ノ口店 ２階","ほりーずかふぇいずみやてんろくひのくちてん","環境・リサイクル","情報提供登録喫煙所","","","https://hollys-corp.jp/shop/o_hinoguchi/","","","面積等：22㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）9:30～19:30
（休業日）不定休，喫煙所のみの利用：不可（店舗利用必要）","","135.516208592918","34.7088205959471","情報提供喫煙所"
"ホリーズカフェ 堂島アバンザ店","大阪市北区堂島１丁目６番20号 堂島アバンザ 地下１階","ほりーずかふぇどうじまあばんざてん","環境・リサイクル","情報提供登録喫煙所","","","https://hollys-corp.jp/shop/o_dojima/","","","面積等：42㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）
平日 7:00～21:00／土日祝 7:30～21:00
（休業日）不定休，喫煙所のみの利用：不可（店舗利用必要）","","135.496358104994","34.6969473816558","情報提供喫煙所"
"ホリーズカフェ 大阪駅前第３ビルWEST店","大阪市北区梅田１丁目１番３号B100 大阪駅前第３ビル 地下１階","ほりーずかふぇおおさかえきまえだい３びるうぇすとてん","環境・リサイクル","情報提供登録喫煙所","","","https://hollys-corp.jp/shop/o_daisanw/","","","面積等：15㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）
平日 7:30～22:00／土日祝 8:00～22:00，喫煙所のみの利用：不可（店舗利用必要）","","135.498771766485","34.6991129577127","情報提供喫煙所"
"ホリーズカフェ 大阪駅前第３ビル店","大阪市北区梅田１丁目１番３号 大阪駅前第３ビル 地下１階73号","ほりーずかふぇおおさかえきまえだい３びるてん","環境・リサイクル","情報提供登録喫煙所","","","https://hollys-corp.jp/shop/o_daisanbi/","","","面積等：25㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）7:30～22:00
（休業日）不定休，喫煙所のみの利用：不可（店舗利用必要）","","135.499488547209","34.6990367975176","情報提供喫煙所"
"ホリーズカフェ 堺筋本町店","大阪市中央区本町２丁目１番６号 堺筋本町センタービル １階","ほりーずかふぇさかいすじほんまちてん","環境・リサイクル","情報提供登録喫煙所","","","https://hollys-corp.jp/shop/o_sakaisujihon/","","","面積等：6㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）
平日 6:30～23:00／土日祝 6:30～21:00
（休業日）不定休，喫煙所のみの利用：不可（店舗利用必要）","","135.505901561563","34.6838010569193","情報提供喫煙所"
"ホリーズカフェ 梅田ダイビル店","大阪市北区梅田３丁目３番10号 梅田ダイビル 地下１階","ほりーずかふぇうめだだいびるてん","環境・リサイクル","情報提供登録喫煙所","","","https://hollys-corp.jp/shop/o_umedada/","","","面積等：8㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）
平日 7:30～19:00／土日祝 9:00～17:00
（休業日）不定休，喫煙所のみの利用：不可（店舗利用必要）","","135.492247990753","34.6990933625008","情報提供喫煙所"
"ホリーズカフェ あべのAITビル店","大阪市阿倍野区阿倍野筋２丁目１番29号 あべのAITビル １階","ほりーずかふぇあべのえーあいてぃーてん","環境・リサイクル","情報提供登録喫煙所","","","https://hollys-corp.jp/shop/o_ait/","","","面積等：1.5㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）8:00～19:30
（休業日）不定休，喫煙所のみの利用：不可（店舗利用必要）","","135.512875679512","34.6445957026944","情報提供喫煙所"
"ガース　ミュージック＆ライブ","大阪市中央区宗右衛門町７番11号　六甲道頓堀プラザビル　地下１階","がーす　みゅーじっくあんどらいぶ","環境・リサイクル","情報提供登録喫煙所","","","https://garth-bar.com/","","","面積等：20㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）18:00～24:00
不定休，喫煙所のみの利用：不可（店舗利用必要）","","135.502301187484","34.669309613208","情報提供喫煙所"
"VirginMoon","大阪市中央区宗右衛門町２番33号　パレス三ツ寺５F","ばーじんむーん","環境・リサイクル","情報提供登録喫煙所","","","https://virgin-moon.jimdosite.com/","","","面積等：9㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～土（祝日除く）21:00～4:00，喫煙所のみの利用：不可（店舗利用必要）","","135.505107817219","34.6702085330231","情報提供喫煙所"
"キコーナ南津守店喫煙所（北）","大阪市西成区南津守２丁目２番２号","きこーなにみなみつもりてんきつえんじょきた","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：3.17平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時30分まで，喫煙所形態：屋内喫煙所","","135.48270714693","34.6331522294302","大阪市指定喫煙所"
"キコーナ南津守店喫煙所（東）","大阪市西成区南津守２丁目２番２号","きこーなにみなみつもりてんきつえんじょひがし","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：7.6平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時30分まで，喫煙所形態：屋内喫煙所","","135.482875756813","34.6330041502861","大阪市指定喫煙所"
"BarWhiskey東心斎橋","大阪市中央区東心斎橋１丁目８番13号","ばーういすきーひがししんさいばし","環境・リサイクル","情報提供登録喫煙所","","","0","","","面積等：18㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～土（祝日含む）16:00～24:00，喫煙所のみの利用：不可（店舗利用必要）","","135.504773706475","34.6736246063291","情報提供喫煙所"
"ｒｉｂｂｏｎ　ＤＩＮＩＮＧ　ＢＡＲ","大阪市中央区東心斎橋１丁目７番27号ＡＭビル２階","りぼんだいにんぐばー","環境・リサイクル","情報提供登録喫煙所","","","https://ribbon.boo.jp/s","","","面積等：30㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～土（祝日除く）21:00～2:00，喫煙所のみの利用：不可（店舗利用必要）","","135.504668226728","34.6734698536697","情報提供喫煙所"
"SHUN SAI KA NAKA","大阪市中央区東心斎橋１丁目６番12号　Ｂ１Ｆ","しゅんさいかなか","環境・リサイクル","情報提供登録喫煙所","","","https://www.instagram.com/shunsaika_naka","","","面積等：29㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月、火、木～日（祝日含む）
平日 18:00～2:00／土 17:00～2:00／日祝 17:00～24:00
（休業日）年末年始休業あり、月１回の臨時休業あり，喫煙所のみの利用：不可（店舗利用必要）","","135.504875342865","34.672048477946","情報提供喫煙所"
"イタリアンバルNIINA","大阪市中央区東心斎橋１丁目19番8号　日宝プロムナード心斎橋１Ｆ","いたりあんばるにいな","環境・リサイクル","情報提供登録喫煙所","","","https://yoyaku-niina.com/","","","面積等：22.2㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月、水～日（祝日含む）17:00～5:00，喫煙所のみの利用：不可（店舗利用必要）","","135.502928353956","34.6744269310758","情報提供喫煙所"
"和食とお酒雅","大阪市中央区東心斎橋１丁目14番23号　住吉ビル２Ｆ","わしょくとおさけみやび","環境・リサイクル","情報提供登録喫煙所","","","https://miyabi-washoku.com/","","","面積等：16㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～土（祝日除く）18:00～24：00，喫煙所のみの利用：不可（店舗利用必要）","","135.503441636732","34.67330108072","情報提供喫煙所"
"ｍｅｚａ","大阪市中央区東心斎橋１丁目15番11号","めーざ","環境・リサイクル","情報提供登録喫煙所","","","https://meza-shinsaibashi.com/index.html","","","面積等：18㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）20:30～24:00，喫煙所のみの利用：不可（店舗利用必要）","","135.503968391697","34.6720521914408","情報提供喫煙所"
"イエローテール","大阪市中央区東心斎橋１丁目６番23号　407号室","いえろーてーる","環境・リサイクル","情報提供登録喫煙所","","","0","","","面積等：5㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～水、金～日（祝日含む）21:00～9:00，喫煙所のみの利用：不可（店舗利用必要）","","135.504446928732","34.6726328053874","情報提供喫煙所"
"炭火焼肉ホルモンじゃん","大阪市中央区東心斎橋１丁目15番22号　第一ＫＳビル２階","すみびやきにくほるもんじゃん","環境・リサイクル","情報提供登録喫煙所","","","0","","","面積等：30㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）
月～木 17:00～1:00／金、土 17:00～3:00／日、祝 17:00～24:00，喫煙所のみの利用：不可（店舗利用必要）","","135.503421554632","34.6724201775289","情報提供喫煙所"
"くろぶた","大阪市中央区東心斎橋２丁目５番11号","くろぶた","環境・リサイクル","情報提供登録喫煙所","","","0","","","面積等：20㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）19:00～24:00，喫煙所のみの利用：不可（店舗利用必要）","","135.503976365712","34.6712081893276","情報提供喫煙所"
"南風酒膳　庵","大阪市中央区東心斎橋２丁目３番20号　日宝メトロセンター12号","なんぷうしゅぜんいおり","環境・リサイクル","情報提供登録喫煙所","","","https://www.instagram.com/snake_leo_ab?igsh=MXR6NHJkd3R3ajBlcA==","","","面積等：5㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～土（祝日除く）　18:00～1:00，喫煙所のみの利用：不可（店舗利用必要）","","135.50467330612","34.6706314645477","情報提供喫煙所"
"ラウンジ　白い虹","大阪市中央区宗右衛門町５番２号　ＴＭ33ビル２階","らうんじ　しろいにじ","環境・リサイクル","情報提供登録喫煙所","","","https://www.pokepara.jp/osaka/m300/a311/shop4994/","","","面積等：26㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～土（祝日除く）20:30～1:00
（休業日）お盆、年末年始，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.504182531221","34.6700679996899","情報提供喫煙所"
"炭火やきとり愛之助","大阪市中央区道頓堀１丁目６番２号　櫓ビルＢ１Ｆ","すみびやきとりあいのすけ","環境・リサイクル","情報提供登録喫煙所","","","https://grilledchicken.co.jp/","","","面積等：20㎡，喫煙できるたばこ：加熱式専用，開業時間：月～日（祝日含む）17:00～24:00，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.503079918575","34.6688330564069","情報提供喫煙所"
"ＲＯＳＳＯ","大阪市中央区東心斎橋２丁目４番27号　大一ビル４階全号","ろっそ","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：20㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～土（祝日除く）20:00～1:00
（休業日）お盆・年末年始，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.504644969131","34.6718210979818","情報提供喫煙所"
"はまぐり酒場　笑師","大阪市中央区東心斎橋１丁目17番17号　おおきに心斎橋畳屋町ビル２階","はまぐりさかば　えみし","環境・リサイクル","情報提供登録喫煙所","","","https://hamaguri-bar-emishi.therestaurant.jp/","","","面積等：20㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：火～日（祝日含む）
火～土 18:00頃～5:00頃／日 18:00頃～23:00，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.502456132759","34.6728758372361","情報提供喫煙所"
"Ｂｉｇマーメイド","大阪市中央区東心斎橋２丁目５番４号　リップルトップセンター１階","びっぐまーめいど","環境・リサイクル","情報提供登録喫煙所","","","https://www.big-mermaid.com/","","","面積等：26㎡，喫煙できるたばこ：加熱式専用，開業時間：月～土（祝日除く）20:00～0:00
（休業日）お盆5日間、お正月5日間，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.504048668949","34.6715477606251","情報提供喫煙所"
"食事小屋はむ86","大阪市中央区東心斎橋２丁目６番21号　19番街プラザビル201","しょくじごやはむはちろく","環境・リサイクル","情報提供登録喫煙所","","","https://s.tabelog.com/osaka/A2701/A270202/27112471/","","","面積等：10㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～土（祝日除く）20:00～6:00，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.50362303236","34.6706681482412","情報提供喫煙所"
"完全貸切セルフＢａｒ専門店ＢａｒＴＫ心斎橋　※要予約","大阪市中央区東心斎橋２丁目７番４号　日宝笠山町ビル５階５号","かんぜんかしきりせるふばーせんもんてんばーてぃーけーしんさいばし","環境・リサイクル","情報提供登録喫煙所","","","https://www.plustk.com/","","","面積等：20㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）終日，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.503014238291","34.6707165671423","情報提供喫煙所"
"咲月","大阪市中央区東心斎橋１丁目６番12号　アサノビル２階","さつき","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：26㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～土（祝日除く）20:00～1:00，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.504895979003","34.6720467605413","情報提供喫煙所"
"Bar Cactus","大阪市中央区心斎橋筋１丁目４番６号　YOUSENビル地下１階","ばーかくたす","環境・リサイクル","情報提供登録喫煙所","","","https://www.cactus-tequila.com","","","面積等：11㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～土（祝日除く）18:00～1:00
（休業日）年末年始，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.502249035875","34.6730202710562","情報提供喫煙所"
"貝と海老そして蟹","大阪市中央区心斎橋筋２丁目７番11号　日宝ロイヤルビル１階","かいとえびそしてかに","環境・リサイクル","情報提供登録喫煙所","","","https://kaiebi.com","","","面積等：20㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）17:00～23:00，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.500948469373","34.6705347324189","情報提供喫煙所"
"旬菜ここ味","大阪市中央区東心斎橋１丁目８番16号　吉村ビル２階","しゅんさいここみ","環境・リサイクル","情報提供登録喫煙所","","","https://tabelog.com/osaka/A2701/A270201/27055527/?msockid=158e11bd35f0625c2fbc075e340763ee","","","面積等：16㎡，喫煙できるたばこ：加熱式専用，開業時間：月～土（祝日除く）17:30～23:00，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.504429007906","34.6736323089632","情報提供喫煙所"
"沖縄居酒屋てぃんがーら","大阪市中央区東心斎橋２丁目３番３号　日宝ムーンライトビル１階","おきなわいざかやてぃんがーら","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：19㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）18:00～1:00
不定休，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.505111739811","34.6708217816793","情報提供喫煙所"
"井出商店喫煙所","大阪市生野区鶴橋１丁目３番５号","いでしょうてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：5.06平方メートル，供用時間：火曜日から土曜日（祝日除く）の９時から17時まで，喫煙所形態：屋内喫煙所","","135.531502996705","34.6650117457909","大阪市指定喫煙所"
"大一本店喫煙所","大阪市西成区太子１丁目１番２号","だいいちほんてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：5.04平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時まで，喫煙所形態：屋内喫煙所","","135.505557160648","34.6487484562011","大阪市指定喫煙所"
"ＰｏｔｉｏｎＳｔａｔｉｏｎ","大阪市中央区東心斎橋１丁目17番15号　丸清ビル５Ｆ－Ａ","ぽーしょんすてーしょん","環境・リサイクル","情報提供登録喫煙所","","","https://barpotionstation.com/","","","面積等：12㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～土（祝日除く）
月～木 20:00～2:00／金・土 20:00～5:00，喫煙所のみの利用：不可（店舗利用必要）","","135.502569913026","34.6728879085131","情報提供喫煙所"
"魚串ＢＡＲ　※完全予約制","大阪市中央区心斎橋筋２丁目３番５号","さかなくしばる","環境・リサイクル","情報提供登録喫煙所","","","https://sakanakushi-bal.foodre.jp/","","","面積等：30㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～土（祝日除く）
月～木 18:00～24：00／金・土 18:00～1:00
（休業日）年末年始、連休の最終日。完全予約制かつ不定休のため、利用の際は店舗への確認が必要。，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.502063311507","34.6699044086989","情報提供喫煙所"
"カーショップキャスバル","大阪市大正区三軒家西３丁目４番32号","かーしょっぷきゃすばる","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：5㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）9:00～18:00
（休業日）年末年始、ゴールデンウイーク、お盆，喫煙所のみの利用：可","","135.473050318154","34.6655078284905","情報提供喫煙所"
"バーオリジンズ","大阪市中央区東心斎橋１丁目18番４号","ばーおりじんず","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：15㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～土（祝日除く）18:00～24:00
（休業日）年末年始，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.503274767379","34.6740008912981","情報提供喫煙所"
"ぞうすいの店　ひよこ家東心斎橋店","大阪市中央区東心斎橋２丁目４番11号　１階","ぞうすいのみせ　ひよこやひがししんさいばしてん","環境・リサイクル","情報提供登録喫煙所","","","https://www.instagram.com/zosuihiyokoya.osaka/?hl=ja","","","面積等：26.45㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）18:00～6:00，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.504931824884","34.6712237063249","情報提供喫煙所"
"遊食家","大阪市中央区心斎橋筋２丁目３番７号　ロイヤル北川ビル１階","ゆうしょくや","環境・リサイクル","情報提供登録喫煙所","","","https://yuusyokuya-shinsaibashi.com/","","","面積等：28㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）18:00～23:00
（休業日）不定休，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.502161742705","34.6697125374374","情報提供喫煙所"
"清月","大阪市中央区千日前１丁目９番１号","せいげつ","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：11㎡，喫煙できるたばこ：加熱式専用，開業時間：火～日（祝日含む）17:30～23:00，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.504154518257","34.6675501717039","情報提供喫煙所"
"坂町ハイカラ","大阪市中央区千日前１丁目８番５号　エバーミリオンビル１F","さかまちはいから","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：30㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：火～土（祝日除く）23:59～10:00
（休業日）年末年始、その他にも不定期で連休あり，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.504064041798","34.6677474202895","情報提供喫煙所"
